,Tweet Id,Followers,Friends,Favorites,Day,Month,Date,Time,Year,Pos,Neg,Mentions_count,Hashtags_count,bin,Mentions_score,Hashtags_score,Mentions_score_avg,Hashtags_score_avg
19,1247125172311605250,959744,167,14,1,4,6,11,2020,1,-1,0,0,0,0,0,0.0,0.0
20,1243507972724097025,623,471,144,5,3,27,11,2020,1,-1,0,0,0,0,0,0.0,0.0
21,1209891875701825536,12385,1177,82,3,12,25,17,2019,2,-4,0,0,0,0,0,0.0,0.0
22,1255395210110087169,1745,448,224,3,4,29,7,2020,3,-2,0,4,0,0,16381,0.0,4095.25
23,1245024281127518208,3756,240,110,2,3,31,16,2020,1,-3,0,0,0,0,0,0.0,0.0
24,1221704758739816448,21137159,1112,63,1,1,27,8,2020,1,-1,0,0,0,0,0,0.0,0.0
25,1247267891319201792,22535,221,51,1,4,6,21,2020,2,-3,0,0,0,0,0,0.0,0.0
26,1224530843797983232,40157,888,26,2,2,4,3,2020,2,-2,0,0,0,0,0,0.0,0.0
27,1199320694107955200,130931,574,43,2,11,26,13,2019,1,-3,0,1,0,0,2,0.0,2.0
28,1255580129822224385,2566,773,24,3,4,29,19,2020,2,-1,2,1,0,2,3,1.0,3.0
29,1246659582119690246,10096,5817,20,7,4,5,4,2020,1,-1,1,0,0,8,0,8.0,0.0
30,1182369409811263488,519,273,43,4,10,10,18,2019,1,-4,0,0,0,0,0,0.0,0.0
31,1202421080792731648,20924352,1107,111,4,12,5,2,2019,1,-1,0,0,0,0,0,0.0,0.0
32,1184801544920883201,15199,982,65,4,10,17,12,2019,1,-1,0,1,0,0,113,0.0,113.0
33,1249937790101598214,959171,3,98,2,4,14,5,2020,1,-1,0,0,0,0,0,0.0,0.0
34,1236358439342768128,17173,17381,55,6,3,7,18,2020,1,-1,0,0,0,0,0,0.0,0.0
35,1218256538281709568,134341,511,65,5,1,17,19,2020,1,-1,0,0,0,0,0,0.0,0.0
36,1239578676183924736,17044,3721,31,1,3,16,15,2020,2,-3,0,1,0,0,1469,0.0,1469.0
37,1238235829664976896,7472,7720,44,4,3,12,22,2020,1,-4,0,0,0,0,0,0.0,0.0
38,1196219324706492416,37644,4966,150,1,11,18,0,2019,2,-3,1,0,0,14,0,14.0,0.0
39,1197980183405481986,45796,3958,24,5,11,22,20,2019,1,-3,0,1,0,0,549,0.0,549.0
40,1239989424160747528,617056,2023,42,2,3,17,18,2020,1,-1,0,2,0,0,4451,0.0,2225.5
41,1182377479253757954,217,229,80,4,10,10,19,2019,3,-1,1,2,0,1899,93,1899.0,46.5
42,1242259261024919552,26024,316,92,2,3,24,1,2020,2,-1,0,0,0,0,0,0.0,0.0
43,1206959855367536643,919158,146,264,2,12,17,15,2019,3,-1,0,2,0,0,2,0.0,1.0
44,1180658192461656065,718237,1602,32,7,10,6,1,2019,1,-2,0,0,0,0,0,0.0,0.0
45,1180043345164296197,17252,10681,52,5,10,4,8,2019,2,-1,0,1,0,0,47,0.0,47.0
46,1240976191177109505,1093,74,7,5,3,20,12,2020,2,-1,0,4,0,0,5358,0.0,1339.5
47,1230859867897896960,24837,23652,9,5,2,21,14,2020,2,-1,0,0,0,0,0,0.0,0.0
48,1249218084163842049,1130,140,51,7,4,12,6,2020,1,-1,0,1,0,0,8655,0.0,8655.0
49,1253021493275082758,50382,52386,19,3,4,22,18,2020,1,-1,4,2,0,16051,21,4012.75,10.5
50,1183658718375882752,16333648,493,36,1,10,14,8,2019,1,-1,0,0,0,0,0,0.0,0.0
51,1235251612194664448,10156,3821,36,3,3,4,17,2020,1,-2,0,2,0,0,6985,0.0,3492.5
52,1243176960051810305,20370,19529,8,4,3,26,14,2020,1,-3,1,0,0,7791,0,7791.0,0.0
53,1243189085990256646,431141,31556,66,4,3,26,14,2020,1,-4,0,0,0,0,0,0.0,0.0
54,1242193437186822145,22966,1589,115,1,3,23,20,2020,2,-1,0,2,0,0,318,0.0,159.0
55,1248089828027219969,3850,470,82,4,4,9,3,2020,2,-4,0,0,0,0,0,0.0,0.0
56,1249030541736906752,4591,1927,17,6,4,11,17,2020,1,-1,0,0,0,0,0,0.0,0.0
57,1204461664994840577,79271,15271,70,2,12,10,18,2019,1,-1,0,0,0,0,0,0.0,0.0
58,1204155778115891200,6725,2596,20,1,12,9,21,2019,1,-1,0,0,0,0,0,0.0,0.0
59,1199319355663761408,22,76,191,2,11,26,13,2019,3,-1,2,0,0,1096,0,548.0,0.0
60,1237701752264093698,209,137,6,3,3,11,11,2020,1,-1,0,3,0,0,5188,0.0,1729.333333333333
61,1237918384219516928,43586,1328,75,4,3,12,1,2020,1,-1,0,0,0,0,0,0.0,0.0
62,1239006237724823552,33284,2091,154,7,3,15,1,2020,3,-1,0,2,0,0,9432,0.0,4716.0
63,1184990962986180608,1176,149,66,5,10,18,0,2019,2,-1,0,0,0,0,0,0.0,0.0
64,1241064187087843328,47643,1313,87,5,3,20,18,2020,1,-2,0,1,0,0,1,0.0,1.0
65,1184066432981598216,4751,1685,33,2,10,15,11,2019,1,-4,0,2,0,0,65,0.0,32.5
66,1189587394250629122,12603,488,257,3,10,30,16,2019,1,-1,3,0,0,178,0,59.33333333333334,0.0
67,1214121524115972096,37843,37940,19,1,1,6,9,2020,1,-1,0,0,0,0,0,0.0,0.0
68,1228329876039618567,16100,16537,45,5,2,14,14,2020,1,-4,0,0,0,0,0,0.0,0.0
69,1186700742691868672,502669,1022,354,2,10,22,17,2019,2,-3,0,0,0,0,0,0.0,0.0
70,1251907362836930562,6896,6852,84,7,4,19,16,2020,2,-1,0,0,0,0,0,0.0,0.0
71,1223013690087301121,2741,58,155,4,1,30,22,2020,1,-1,0,6,0,0,2145,0.0,357.5
72,1219627483861061633,0,10,7,2,1,21,14,2020,1,-1,0,2,0,0,334,0.0,167.0
73,1238110869608947714,18527,3163,179,4,3,12,14,2020,1,-1,0,0,0,0,0,0.0,0.0
74,1233840010631286790,589767,81374,165,6,2,29,19,2020,1,-4,0,0,0,0,0,0.0,0.0
75,1246394547233533952,32201,6326,108,6,4,4,11,2020,2,-1,0,1,0,0,54,0.0,54.0
76,1190595495787290624,2544212,581,241,6,11,2,11,2019,2,-1,1,1,0,379,6769,379.0,6769.0
77,1245499747982544896,164,139,97,3,4,1,23,2020,2,-1,0,0,0,0,0,0.0,0.0
78,1233695236498567168,17841,15549,31,6,2,29,10,2020,2,-1,0,0,0,0,0,0.0,0.0
79,1250086013315067904,224234,460,155,2,4,14,15,2020,2,-1,1,2,0,71,225,71.0,112.5
80,1252241073788915718,27762,3,131,1,4,20,14,2020,3,-1,0,0,0,0,0,0.0,0.0
81,1244526387190349825,1421549,163,64,1,3,30,7,2020,1,-1,0,2,0,0,4827,0.0,2413.5
82,1239878304695533568,635219,852,110,2,3,17,11,2020,2,-1,3,1,0,21892,258958,7297.333333333332,258958.0
83,1240276285290676224,278736,7747,12,3,3,18,13,2020,3,-1,0,0,0,0,0,0.0,0.0
84,1236944834595704832,5697,24,43,1,3,9,9,2020,1,-1,0,0,0,0,0,0.0,0.0
85,1243189831318077440,811399,1730,122,4,3,26,14,2020,1,-1,1,1,0,930,205754,930.0,205754.0
86,1184926551663677441,1219335,266,14,4,10,17,20,2019,2,-4,0,0,0,0,0,0.0,0.0
87,1251141848392855552,72005,680,44,5,4,17,13,2020,3,-1,0,2,0,0,26069,0.0,13034.5
88,1235259538158292992,59228,1331,128,3,3,4,17,2020,2,-1,0,0,0,0,0,0.0,0.0
89,1220730889988120577,170222,1452,5,5,1,24,15,2020,1,-1,0,0,0,0,0,0.0,0.0
90,1182468187427721216,44413,43903,125,5,10,11,1,2019,1,-2,0,0,0,0,0,0.0,0.0
91,1245660838423187462,28,13,26,4,4,2,10,2020,1,-3,0,3,0,0,7549,0.0,2516.333333333333
92,1241688574157824000,6104,530,117,7,3,22,11,2020,2,-1,0,5,0,0,260253,0.0,52050.6
93,1239808688287670273,1715903,193,33,2,3,17,7,2020,1,-1,0,3,0,0,27493,0.0,9164.333333333334
94,1205219275515891712,86576,94,35,4,12,12,20,2019,1,-2,0,2,0,0,912,0.0,456.0
95,1221653692568330240,66415,292,128,1,1,27,4,2020,1,-1,0,1,0,0,86,0.0,86.0
96,1243055080170852352,3073518,641,54,4,3,26,6,2020,1,-1,0,1,0,0,258958,0.0,258958.0
97,1223496692294717442,129,149,895,6,2,1,6,2020,1,-1,1,0,0,2,0,2.0,0.0
98,1246476366180167683,40102,1143,24,6,4,4,16,2020,2,-1,0,4,0,0,48647,0.0,12161.75
99,1223450697317961728,17499,17366,15,6,2,1,3,2020,1,-1,11,0,0,1498,0,136.1818181818182,0.0
100,1223817852957810688,18227,145,25,7,2,2,3,2020,3,-1,0,1,0,0,3937,0.0,3937.0
101,1238483420881154053,1100,753,32,5,3,13,15,2020,2,-3,5,3,0,267,205829,53.4,68609.66666666669
102,1218085601372598272,34854,5588,60,5,1,17,8,2020,1,-1,0,0,0,0,0,0.0,0.0
103,1184445398263320576,15059,1534,39,3,10,16,12,2019,1,-3,0,1,0,0,382,0.0,382.0
104,1246990250901155848,54479,3214,81,1,4,6,2,2020,3,-1,0,0,0,0,0,0.0,0.0
105,1255888049462030346,76100,3911,54,4,4,30,15,2020,4,-2,1,0,0,1294,0,1294.0,0.0
106,1242933998474522624,16857,9609,41,3,3,25,21,2020,1,-1,8,1,0,58,25994,7.25,25994.0
107,1192419947244163072,62350,1000,36,4,11,7,12,2019,1,-1,0,0,0,0,0,0.0,0.0
108,1197227391950606337,139222,66,80,3,11,20,18,2019,5,-1,0,0,0,0,0,0.0,0.0
109,1233726040586932232,17767,222,121,6,2,29,12,2020,2,-1,0,0,0,0,0,0.0,0.0
110,1243689298907615233,46706,109,46,6,3,28,0,2020,1,-1,0,2,0,0,258972,0.0,129486.0
111,1202196217591029761,2970,232,48,3,12,4,12,2019,1,-4,0,0,0,0,0,0.0,0.0
112,1255290968905060355,2625,562,20,3,4,29,0,2020,3,-1,1,0,0,3,0,3.0,0.0
113,1253583413044338689,891,217,49,5,4,24,7,2020,1,-4,2,3,0,30,2405,15.0,801.6666666666665
114,1240273900686249985,22770,24018,28,3,3,18,13,2020,2,-3,1,4,0,6,1771,6.0,442.75
115,1239223045887266819,26977,280,195,7,3,15,16,2020,2,-3,0,0,0,0,0,0.0,0.0
116,1224498315150143488,23345,1290,19,2,2,4,1,2020,2,-3,0,0,0,0,0,0.0,0.0
117,1252464600269721601,44148,2193,129,2,4,21,5,2020,1,-3,0,0,0,0,0,0.0,0.0
118,1249711712003141634,570424,259,37,1,4,13,14,2020,1,-1,0,0,0,0,0,0.0,0.0
119,1186651017817001984,7764643,3172,91,2,10,22,14,2019,1,-3,0,1,0,0,1,0.0,1.0
120,1184471563409723393,5688,735,179,3,10,16,14,2019,2,-1,0,0,0,0,0,0.0,0.0
121,1246023005685383168,130601,134,98,5,4,3,10,2020,3,-1,0,1,0,0,6,0.0,6.0
122,1202094832870678530,44007,876,255,3,12,4,5,2019,1,-1,0,0,0,0,0,0.0,0.0
123,1187354258963861506,18065,2200,109,4,10,24,13,2019,1,-1,1,0,0,145,0,145.0,0.0
124,1247618921303285765,15202,961,10,2,4,7,20,2020,1,-3,0,0,0,0,0,0.0,0.0
125,1245909496288985088,66,205,205,5,4,3,3,2020,3,-4,1,0,0,252,0,252.0,0.0
126,1242526097524260875,10681,3993,31,2,3,24,18,2020,1,-1,0,1,0,0,205754,0.0,205754.0
127,1226217132041605120,931,657,285,6,2,8,18,2020,3,-3,0,0,0,0,0,0.0,0.0
128,1252624496755904513,43303,91,164,2,4,21,15,2020,1,-1,0,0,0,0,0,0.0,0.0
129,1197950769149992960,22413,61,60,5,11,22,18,2019,2,-1,0,0,0,0,0,0.0,0.0
130,1227012534114410496,9857050,3543,35,1,2,10,23,2020,1,-3,0,0,0,0,0,0.0,0.0
131,1238901274499665921,168,179,70,6,3,14,18,2020,1,-1,0,1,0,0,47,0.0,47.0
132,1251729876454739968,41001,9029,52,7,4,19,4,2020,1,-1,1,0,0,768,0,768.0,0.0
133,1214745598320168960,8828823,558,194,3,1,8,3,2020,1,-2,2,0,0,24,0,12.0,0.0
134,1251911913132433408,7472002,1719,85,7,4,19,16,2020,2,-2,0,1,0,0,258958,0.0,258958.0
135,1242335371863588864,2507,614,149,2,3,24,6,2020,2,-1,0,0,0,0,0,0.0,0.0
136,1250732810756734982,1521,1920,105,4,4,16,10,2020,2,-1,0,0,0,0,0,0.0,0.0
137,1255101258358276096,4449,692,123,2,4,28,11,2020,1,-1,0,0,0,0,0,0.0,0.0
138,1212507196870803457,437,291,189,3,1,1,22,2020,1,-2,0,2,0,0,43,0.0,21.5
139,1231030415541956608,11228,791,69,6,2,22,1,2020,2,-1,0,0,0,0,0,0.0,0.0
140,1197250249800192006,42527,290,74,3,11,20,20,2019,2,-3,0,0,0,0,0,0.0,0.0
141,1238106085644435457,147694,5,45,4,3,12,14,2020,1,-1,0,0,0,0,0,0.0,0.0
142,1196817820685701120,3196,749,38,2,11,19,15,2019,1,-2,3,1,0,1201,103,400.33333333333326,103.0
143,1233296787861131267,30433,3452,57,5,2,28,7,2020,1,-3,0,1,0,0,1,0.0,1.0
144,1239944182757801985,8478,6972,12,2,3,17,15,2020,2,-4,2,0,0,582,0,291.0,0.0
145,1238314346331045894,9866,5735,12,5,3,13,4,2020,1,-2,0,0,0,0,0,0.0,0.0
146,1209737211341443072,3492,707,54,3,12,25,7,2019,1,-1,0,0,0,0,0,0.0,0.0
147,1186688291816509446,11097,11132,24,2,10,22,16,2019,1,-1,0,0,0,0,0,0.0,0.0
148,1179795614068019203,282228,4180,54,4,10,3,16,2019,1,-1,0,0,0,0,0,0.0,0.0
149,1191184722052997120,0,0,84,1,11,4,2,2019,2,-1,2,0,0,240,0,120.0,0.0
150,1195993256204488704,4357,1337,135,7,11,17,9,2019,2,-1,0,3,0,0,24,0.0,8.0
151,1226084494819463169,1619432,493,81,6,2,8,10,2020,2,-1,0,1,0,0,205754,0.0,205754.0
152,1192180978296315904,146983,409,364,3,11,6,20,2019,2,-2,0,0,0,0,0,0.0,0.0
153,1245085488266063873,168860,2781,29,2,3,31,20,2020,3,-2,1,0,0,3,0,3.0,0.0
154,1244642163474026497,146097,3651,37,1,3,30,15,2020,2,-1,0,1,0,0,258958,0.0,258958.0
155,1239104709165645824,1211,304,13,7,3,15,8,2020,1,-1,0,0,0,0,0,0.0,0.0
156,1247304539931361286,45199,1390,40,1,4,6,23,2020,1,-3,0,1,0,0,6591,0.0,6591.0
157,1250847456218230792,89174,195,73,4,4,16,18,2020,1,-1,0,0,0,0,0,0.0,0.0
158,1246732515118850048,11757,3600,62,7,4,5,9,2020,2,-1,0,1,0,0,205754,0.0,205754.0
159,1251787646097129473,47304683,1106,123,7,4,19,8,2020,2,-2,0,0,0,0,0,0.0,0.0
160,1229292570154545153,11567,10025,34,1,2,17,6,2020,2,-2,0,1,0,0,2264,0.0,2264.0
161,1255625068870201344,5714,1437,19,3,4,29,22,2020,1,-1,0,0,0,0,0,0.0,0.0
162,1244454298425143296,405606,354,185,1,3,30,2,2020,1,-1,0,2,0,0,42530,0.0,21265.0
163,1241653432022335488,1066,72,20,7,3,22,9,2020,2,-1,0,0,0,0,0,0.0,0.0
164,1254198482350505995,703937,6828,133,6,4,25,23,2020,1,-1,0,0,0,0,0,0.0,0.0
165,1208097984900141058,15136,10749,8,5,12,20,18,2019,1,-2,0,0,0,0,0,0.0,0.0
166,1203125138855608320,1593,119,32,6,12,7,1,2019,3,-3,0,0,0,0,0,0.0,0.0
167,1240946704062590977,202131,4557,40,5,3,20,10,2020,3,-1,1,2,0,47,26,47.0,13.0
168,1206925390075310082,719,459,557,2,12,17,13,2019,1,-1,0,0,0,0,0,0.0,0.0
169,1245080611515240451,10774,5960,60,2,3,31,20,2020,2,-1,0,0,0,0,0,0.0,0.0
170,1231831266489589761,268595,7708,307,1,2,24,6,2020,3,-1,0,0,0,0,0,0.0,0.0
171,1215831445069090816,16531950,498,47,6,1,11,3,2020,1,-4,1,0,0,5,0,5.0,0.0
172,1255147946829463557,737508,400,59,2,4,28,14,2020,2,-1,2,1,0,872,42,436.0,42.0
173,1244890042280980482,1482,4067,53,2,3,31,7,2020,1,-2,0,1,0,0,500,0.0,500.0
174,1222280452913926144,9339,3458,49,2,1,28,22,2020,3,-3,0,2,0,0,5,0.0,2.5
175,1240014241052143617,12257,110,20,2,3,17,20,2020,2,-1,1,0,0,61,0,61.0,0.0
176,1243777243098177536,41,30,22,6,3,28,5,2020,1,-2,0,1,0,0,65,0.0,65.0
177,1202607428992413696,21203,108,151,4,12,5,15,2019,3,-1,1,1,0,6609,42,6609.0,42.0
178,1253778168101646336,44502,19426,7,5,4,24,20,2020,1,-1,0,4,0,0,451,0.0,112.75
179,1240299474724851712,2566,288,96,3,3,18,15,2020,2,-2,0,2,0,0,1343,0.0,671.5
180,1199231672522354688,538,104,56,2,11,26,7,2019,3,-1,0,2,0,0,99,0.0,49.5
181,1234889701669998592,46931,29421,57,2,3,3,17,2020,4,-4,1,0,0,1,0,1.0,0.0
182,1221099951645757441,6052,976,41,6,1,25,15,2020,1,-1,1,0,0,175,0,175.0,0.0
183,1234878133683326976,102098,74901,18,2,3,3,16,2020,1,-2,0,0,0,0,0,0.0,0.0
184,1240499678401216513,189,7,44,4,3,19,4,2020,2,-1,0,0,0,0,0,0.0,0.0
185,1241775581504700418,37244,2393,44,7,3,22,17,2020,1,-2,0,0,0,0,0,0.0,0.0
186,1252777783744507911,1567,1038,54,3,4,22,1,2020,1,-1,0,0,0,0,0,0.0,0.0
187,1246978191085854721,3228,108,62,1,4,6,1,2020,3,-2,0,0,0,0,0,0.0,0.0
188,1240841643974000641,252998,360,296,5,3,20,3,2020,2,-1,0,0,0,0,0,0.0,0.0
189,1255394287266783235,312437,895,662,3,4,29,7,2020,1,-3,0,0,0,0,0,0.0,0.0
190,1242387577216196609,918046,468,123,2,3,24,9,2020,1,-1,0,0,0,0,0,0.0,0.0
191,1238303515686174720,346232,43755,137,5,3,13,3,2020,1,-1,0,0,0,0,0,0.0,0.0
192,1245370750606798850,24018,761,53,3,4,1,15,2020,2,-3,0,0,0,0,0,0.0,0.0
193,1246896224864817152,142566,3968,49,7,4,5,20,2020,3,-1,0,2,0,0,205848,0.0,102924.0
194,1238911955118809090,34977,1692,31,6,3,14,19,2020,1,-1,1,1,0,1,16,1.0,16.0
195,1239300030831493121,108809,5169,117,7,3,15,21,2020,2,-2,0,0,0,0,0,0.0,0.0
196,1238888377736462336,13369,212,2,6,3,14,18,2020,1,-1,0,0,0,0,0,0.0,0.0
197,1223312664023257089,16850,154,35,5,1,31,18,2020,1,-3,0,0,0,0,0,0.0,0.0
198,1250269335198642177,647,363,54,3,4,15,3,2020,4,-3,0,3,0,0,258980,0.0,86326.66666666669
199,1188073721275338752,6020,3506,37,6,10,26,12,2019,1,-4,0,0,0,0,0,0.0,0.0
200,1197133173873881088,2190713,8010,111,3,11,20,12,2019,1,-1,2,0,0,5,0,2.5,0.0
201,1247265969954639872,21769,5400,30,1,4,6,20,2020,1,-1,0,0,0,0,0,0.0,0.0
202,1248662634095919105,13349,1970,14,5,4,10,17,2020,1,-4,0,1,0,0,492,0.0,492.0
203,1245501387502485511,204052,2336,335,4,4,2,0,2020,1,-1,0,0,0,0,0,0.0,0.0
204,1185294606310658048,12382,11,36,5,10,18,20,2019,1,-1,0,1,0,0,5846,0.0,5846.0
205,1240258676474159106,477240,287,46,3,3,18,12,2020,1,-3,0,0,0,0,0,0.0,0.0
206,1207168613406445570,14112184,43,79,3,12,18,5,2019,1,-1,0,0,0,0,0,0.0,0.0
207,1243898331480252416,16702,8809,29,6,3,28,13,2020,1,-1,1,2,0,133503,44744,133503.0,22372.0
208,1215565732291010560,98116,97311,112,5,1,10,9,2020,1,-1,0,1,0,0,446,0.0,446.0
209,1236919516849819651,1908890,324,12,1,3,9,7,2020,1,-1,0,3,0,0,378,0.0,126.0
210,1239062137906987012,30914,55,51,7,3,15,5,2020,1,-1,0,2,0,0,18504,0.0,9252.0
211,1195828788728229888,407,162,128,6,11,16,22,2019,2,-3,0,0,0,0,0,0.0,0.0
212,1222435618275225600,1572420,1474,172,3,1,29,8,2020,3,-1,3,2,0,97,166,32.333333333333336,83.0
213,1242559554380070913,4523,1367,19,2,3,24,21,2020,1,-1,0,0,0,0,0,0.0,0.0
214,1241407728611782658,46413,671,41,6,3,21,16,2020,1,-3,0,1,0,0,4,0.0,4.0
215,1185685377371144193,19780,887,119,6,10,19,22,2019,3,-3,0,0,0,0,0,0.0,0.0
216,1241621479550095362,354,346,2,7,3,22,7,2020,1,-1,1,1,0,284,21651,284.0,21651.0
217,1245250075019927554,1182,172,60,3,4,1,7,2020,2,-1,2,1,0,8,141,4.0,141.0
218,1223858545894051841,3503,3841,33,7,2,2,6,2020,3,-2,0,1,0,0,3937,0.0,3937.0
219,1242947413192646657,39,227,59,3,3,25,22,2020,1,-1,0,7,0,0,262618,0.0,37516.857142857145
220,1245331118121013248,41079,6173,21,3,4,1,12,2020,1,-1,3,1,0,3,205754,1.0,205754.0
221,1220207478970826752,57858,1706,93,4,1,23,4,2020,1,-1,0,0,0,0,0,0.0,0.0
222,1239040067303243776,9338,3608,18,7,3,15,4,2020,1,-3,2,0,0,1880,0,940.0,0.0
223,1184008946106994688,7549,6091,18,2,10,15,7,2019,2,-2,0,0,0,0,0,0.0,0.0
224,1226484704162959360,533,460,82,7,2,9,12,2020,1,-1,0,2,0,0,20,0.0,10.0
225,1204396820685676546,35,64,18,2,12,10,13,2019,1,-1,5,3,0,2209,1684,441.8,561.3333333333334
226,1242751844184723456,139626,116279,16,3,3,25,9,2020,1,-1,0,0,0,0,0,0.0,0.0
227,1247789763270037505,32231,4696,181,3,4,8,7,2020,1,-1,0,0,0,0,0,0.0,0.0
228,1253007520530149377,4313,3622,42,3,4,22,17,2020,1,-4,0,6,0,0,1094,0.0,182.33333333333331
229,1222977037926903813,6256,299,325,4,1,30,20,2020,2,-1,0,0,0,0,0,0.0,0.0
230,1240831028647923713,24981,80,236,5,3,20,2,2020,1,-1,1,1,0,1,661,1.0,661.0
231,1242399029985607680,12,20,335,2,3,24,10,2020,1,-1,0,1,0,0,923,0.0,923.0
232,1214101158660231168,2835,1373,139,1,1,6,8,2020,2,-4,1,0,0,48,0,48.0,0.0
233,1222948521151623169,101949,240,147,4,1,30,18,2020,1,-1,0,0,0,0,0,0.0,0.0
234,1251122766474067969,13004,980,47,5,4,17,12,2020,3,-2,0,0,0,0,0,0.0,0.0
235,1240482476855713792,23,58,31,4,3,19,3,2020,2,-2,0,2,0,0,10201,0.0,5100.5
236,1243440600952832000,83,212,189,5,3,27,7,2020,2,-2,3,0,0,14961,0,4987.0,0.0
237,1250445701139456000,1260,23,36,3,4,15,15,2020,1,-1,1,2,0,1355,1955,1355.0,977.5
238,1199169250218446848,4032,2297,76,2,11,26,3,2019,2,-1,1,0,0,1,0,1.0,0.0
239,1252269502932217857,28055,2441,54,1,4,20,16,2020,3,-2,3,3,0,808,279099,269.3333333333333,93033.0
240,1241749922862395393,27375,27104,42,7,3,22,15,2020,1,-1,0,1,0,0,30,0.0,30.0
241,1252969623185698816,774,543,122,3,4,22,14,2020,1,-1,2,0,0,4,0,2.0,0.0
242,1245588304419885059,34970,338,122,4,4,2,5,2020,2,-1,2,2,0,2871,4,1435.5,2.0
243,1203795369790001157,28417,1213,63,7,12,8,21,2019,2,-1,0,0,0,0,0,0.0,0.0
244,1215962149287288833,68,75,4,6,1,11,11,2020,1,-4,0,1,0,0,7852,0.0,7852.0
245,1236640928783388672,622532,414,21,7,3,8,13,2020,1,-1,1,1,0,639,7,639.0,7.0
246,1240807676944306176,78538,78003,33,5,3,20,1,2020,1,-2,1,0,0,4,0,4.0,0.0
247,1188944856686612481,6024,165,32,1,10,28,22,2019,1,-4,1,5,0,1954,4553,1954.0,910.6
248,1212086163126640641,346,202,68,2,12,31,19,2019,2,-1,0,0,0,0,0,0.0,0.0
249,1242821146975727616,2245,2126,8,3,3,25,14,2020,3,-1,2,1,0,4999,477,2499.5,477.0
250,1181583107163672577,40,196,23,2,10,8,14,2019,1,-3,0,2,0,0,919,0.0,459.5
251,1196067465383428098,7695,393,60,7,11,17,14,2019,1,-1,1,1,0,46,95,46.0,95.0
252,1216631101776465920,209,972,11,1,1,13,8,2020,2,-1,1,1,0,2537,2524,2537.0,2524.0
253,1242827096591867906,449726,1377,46,3,3,25,14,2020,3,-1,1,0,0,21832,0,21832.0,0.0
254,1249826698012626947,318,317,51,1,4,13,22,2020,1,-1,0,2,0,0,47645,0.0,23822.5
255,1250024407046766592,7290,294,84,2,4,14,11,2020,3,-1,5,2,0,218,104,43.6,52.0
256,1188439659074015232,4425,664,13,7,10,27,12,2019,1,-1,0,0,0,0,0,0.0,0.0
257,1203373082238496768,122500,793,201,6,12,7,17,2019,1,-1,0,0,0,0,0,0.0,0.0
258,1253754182118580224,1855,411,19,5,4,24,18,2020,2,-1,0,2,0,0,259188,0.0,129594.0
259,1216478735781765120,16611,17764,68,7,1,12,21,2020,1,-1,1,0,0,727,0,727.0,0.0
260,1219473583694467072,11531,6126,33,2,1,21,4,2020,1,-3,0,2,0,0,302,0.0,151.0
261,1239971181647650823,2134,2630,103,2,3,17,17,2020,1,-1,0,1,0,0,5,0.0,5.0
262,1235231947447730178,1385,466,38,3,3,4,15,2020,2,-1,0,0,0,0,0,0.0,0.0
263,1237796808505638914,248,519,150,3,3,11,17,2020,1,-1,0,0,0,0,0,0.0,0.0
