Tweet Id,Followers,Friends,Favorites,Day,Month,Date,Time,Year,Pos,Neg,Mentions_count,Hashtags_count,bin,Mentions_score,Hashtags_score,Mentions_score_avg,Hashtags_score_avg
1.23831E+18,9866,5735,12,5,3,13,4,2020,1,-2,0,0,0,0,0,0,0
1.20974E+18,3492,707,54,3,12,25,7,2019,1,-1,0,0,0,0,0,0,0
1.18669E+18,11097,11132,24,2,10,22,16,2019,1,-1,0,0,0,0,0,0,0
1.1798E+18,282228,4180,54,4,10,3,16,2019,1,-1,0,0,0,0,0,0,0
1.19118E+18,0,0,84,1,11,4,2,2019,2,-1,2,0,0,240,0,120,0
1.19599E+18,4357,1337,135,7,11,17,9,2019,2,-1,0,3,0,0,24,0,8
1.22608E+18,1619432,493,81,6,2,8,10,2020,2,-1,0,1,0,0,205754,0,205754
1.19218E+18,146983,409,364,3,11,6,20,2019,2,-2,0,0,0,0,0,0,0
1.24509E+18,168860,2781,29,2,3,31,20,2020,3,-2,1,0,0,3,0,3,0
1.24464E+18,146097,3651,37,1,3,30,15,2020,2,-1,0,1,0,0,258958,0,258958
1.2391E+18,1211,304,13,7,3,15,8,2020,1,-1,0,0,0,0,0,0,0
1.2473E+18,45199,1390,40,1,4,6,23,2020,1,-3,0,1,0,0,6591,0,6591
1.25085E+18,89174,195,73,4,4,16,18,2020,1,-1,0,0,0,0,0,0,0
1.24673E+18,11757,3600,62,7,4,5,9,2020,2,-1,0,1,0,0,205754,0,205754
1.25179E+18,47304683,1106,123,7,4,19,8,2020,2,-2,0,0,0,0,0,0,0
1.22929E+18,11567,10025,34,1,2,17,6,2020,2,-2,0,1,0,0,2264,0,2264
1.25563E+18,5714,1437,19,3,4,29,22,2020,1,-1,0,0,0,0,0,0,0
1.24445E+18,405606,354,185,1,3,30,2,2020,1,-1,0,2,0,0,42530,0,21265
1.24165E+18,1066,72,20,7,3,22,9,2020,2,-1,0,0,0,0,0,0,0
1.2542E+18,703937,6828,133,6,4,25,23,2020,1,-1,0,0,0,0,0,0,0
1.2081E+18,15136,10749,8,5,12,20,18,2019,1,-2,0,0,0,0,0,0,0
1.20313E+18,1593,119,32,6,12,7,1,2019,3,-3,0,0,0,0,0,0,0
1.24095E+18,202131,4557,40,5,3,20,10,2020,3,-1,1,2,0,47,26,47,13
1.20693E+18,719,459,557,2,12,17,13,2019,1,-1,0,0,0,0,0,0,0
1.24508E+18,10774,5960,60,2,3,31,20,2020,2,-1,0,0,0,0,0,0,0
1.23183E+18,268595,7708,307,1,2,24,6,2020,3,-1,0,0,0,0,0,0,0
1.21583E+18,16531950,498,47,6,1,11,3,2020,1,-4,1,0,0,5,0,5,0
1.25515E+18,737508,400,59,2,4,28,14,2020,2,-1,2,1,0,872,42,436,42
1.24489E+18,1482,4067,53,2,3,31,7,2020,1,-2,0,1,0,0,500,0,500
1.22228E+18,9339,3458,49,2,1,28,22,2020,3,-3,0,2,0,0,5,0,2.5
1.24001E+18,12257,110,20,2,3,17,20,2020,2,-1,1,0,0,61,0,61,0
1.24378E+18,41,30,22,6,3,28,5,2020,1,-2,0,1,0,0,65,0,65
1.20261E+18,21203,108,151,4,12,5,15,2019,3,-1,1,1,0,6609,42,6609,42
1.25378E+18,44502,19426,7,5,4,24,20,2020,1,-1,0,4,0,0,451,0,112.75
1.2403E+18,2566,288,96,3,3,18,15,2020,2,-2,0,2,0,0,1343,0,671.5
1.19923E+18,538,104,56,2,11,26,7,2019,3,-1,0,2,0,0,99,0,49.5
1.23489E+18,46931,29421,57,2,3,3,17,2020,4,-4,1,0,0,1,0,1,0
1.2211E+18,6052,976,41,6,1,25,15,2020,1,-1,1,0,0,175,0,175,0
1.23488E+18,102098,74901,18,2,3,3,16,2020,1,-2,0,0,0,0,0,0,0
1.2405E+18,189,7,44,4,3,19,4,2020,2,-1,0,0,0,0,0,0,0
1.24178E+18,37244,2393,44,7,3,22,17,2020,1,-2,0,0,0,0,0,0,0
1.25278E+18,1567,1038,54,3,4,22,1,2020,1,-1,0,0,0,0,0,0,0
1.24698E+18,3228,108,62,1,4,6,1,2020,3,-2,0,0,0,0,0,0,0
1.24084E+18,252998,360,296,5,3,20,3,2020,2,-1,0,0,0,0,0,0,0
1.25539E+18,312437,895,662,3,4,29,7,2020,1,-3,0,0,0,0,0,0,0
1.24239E+18,918046,468,123,2,3,24,9,2020,1,-1,0,0,0,0,0,0,0
1.2383E+18,346232,43755,137,5,3,13,3,2020,1,-1,0,0,0,0,0,0,0
1.24537E+18,24018,761,53,3,4,1,15,2020,2,-3,0,0,0,0,0,0,0
1.2469E+18,142566,3968,49,7,4,5,20,2020,3,-1,0,2,0,0,205848,0,102924
1.23891E+18,34977,1692,31,6,3,14,19,2020,1,-1,1,1,0,1,16,1,16
1.2393E+18,108809,5169,117,7,3,15,21,2020,2,-2,0,0,0,0,0,0,0
1.23889E+18,13369,212,2,6,3,14,18,2020,1,-1,0,0,0,0,0,0,0
1.22331E+18,16850,154,35,5,1,31,18,2020,1,-3,0,0,0,0,0,0,0
1.25027E+18,647,363,54,3,4,15,3,2020,4,-3,0,3,0,0,258980,0,86326.66667
1.18807E+18,6020,3506,37,6,10,26,12,2019,1,-4,0,0,0,0,0,0,0
1.19713E+18,2190713,8010,111,3,11,20,12,2019,1,-1,2,0,0,5,0,2.5,0
1.24727E+18,21769,5400,30,1,4,6,20,2020,1,-1,0,0,0,0,0,0,0
1.24866E+18,13349,1970,14,5,4,10,17,2020,1,-4,0,1,0,0,492,0,492
1.2455E+18,204052,2336,335,4,4,2,0,2020,1,-1,0,0,0,0,0,0,0
1.18529E+18,12382,11,36,5,10,18,20,2019,1,-1,0,1,0,0,5846,0,5846
1.24026E+18,477240,287,46,3,3,18,12,2020,1,-3,0,0,0,0,0,0,0
1.20717E+18,14112184,43,79,3,12,18,5,2019,1,-1,0,0,0,0,0,0,0
1.2439E+18,16702,8809,29,6,3,28,13,2020,1,-1,1,2,0,133503,44744,133503,22372
1.21557E+18,98116,97311,112,5,1,10,9,2020,1,-1,0,1,0,0,446,0,446
1.23692E+18,1908890,324,12,1,3,9,7,2020,1,-1,0,3,0,0,378,0,126
1.23906E+18,30914,55,51,7,3,15,5,2020,1,-1,0,2,0,0,18504,0,9252
1.19583E+18,407,162,128,6,11,16,22,2019,2,-3,0,0,0,0,0,0,0
1.22244E+18,1572420,1474,172,3,1,29,8,2020,3,-1,3,2,0,97,166,32.33333333,83
1.24256E+18,4523,1367,19,2,3,24,21,2020,1,-1,0,0,0,0,0,0,0
1.24141E+18,46413,671,41,6,3,21,16,2020,1,-3,0,1,0,0,4,0,4
1.18569E+18,19780,887,119,6,10,19,22,2019,3,-3,0,0,0,0,0,0,0
1.24162E+18,354,346,2,7,3,22,7,2020,1,-1,1,1,0,284,21651,284,21651
1.24525E+18,1182,172,60,3,4,1,7,2020,2,-1,2,1,0,8,141,4,141
1.22386E+18,3503,3841,33,7,2,2,6,2020,3,-2,0,1,0,0,3937,0,3937
1.24295E+18,39,227,59,3,3,25,22,2020,1,-1,0,7,0,0,262618,0,37516.85714
1.24533E+18,41079,6173,21,3,4,1,12,2020,1,-1,3,1,0,3,205754,1,205754
1.22021E+18,57858,1706,93,4,1,23,4,2020,1,-1,0,0,0,0,0,0,0
1.23904E+18,9338,3608,18,7,3,15,4,2020,1,-3,2,0,0,1880,0,940,0
1.18401E+18,7549,6091,18,2,10,15,7,2019,2,-2,0,0,0,0,0,0,0
1.22648E+18,533,460,82,7,2,9,12,2020,1,-1,0,2,0,0,20,0,10
1.2044E+18,35,64,18,2,12,10,13,2019,1,-1,5,3,0,2209,1684,441.8,561.3333333
1.24275E+18,139626,116279,16,3,3,25,9,2020,1,-1,0,0,0,0,0,0,0
1.24779E+18,32231,4696,181,3,4,8,7,2020,1,-1,0,0,0,0,0,0,0
1.25301E+18,4313,3622,42,3,4,22,17,2020,1,-4,0,6,0,0,1094,0,182.3333333
1.22298E+18,6256,299,325,4,1,30,20,2020,2,-1,0,0,0,0,0,0,0
1.24083E+18,24981,80,236,5,3,20,2,2020,1,-1,1,1,0,1,661,1,661
1.2424E+18,12,20,335,2,3,24,10,2020,1,-1,0,1,0,0,923,0,923
1.2141E+18,2835,1373,139,1,1,6,8,2020,2,-4,1,0,0,48,0,48,0
1.22295E+18,101949,240,147,4,1,30,18,2020,1,-1,0,0,0,0,0,0,0
1.25112E+18,13004,980,47,5,4,17,12,2020,3,-2,0,0,0,0,0,0,0
1.24048E+18,23,58,31,4,3,19,3,2020,2,-2,0,2,0,0,10201,0,5100.5
1.24344E+18,83,212,189,5,3,27,7,2020,2,-2,3,0,0,14961,0,4987,0
1.25045E+18,1260,23,36,3,4,15,15,2020,1,-1,1,2,0,1355,1955,1355,977.5
1.19917E+18,4032,2297,76,2,11,26,3,2019,2,-1,1,0,0,1,0,1,0
1.25227E+18,28055,2441,54,1,4,20,16,2020,3,-2,3,3,0,808,279099,269.3333333,93033
1.24175E+18,27375,27104,42,7,3,22,15,2020,1,-1,0,1,0,0,30,0,30
1.25297E+18,774,543,122,3,4,22,14,2020,1,-1,2,0,0,4,0,2,0
1.24559E+18,34970,338,122,4,4,2,5,2020,2,-1,2,2,0,2871,4,1435.5,2
1.2038E+18,28417,1213,63,7,12,8,21,2019,2,-1,0,0,0,0,0,0,0
1.21596E+18,68,75,4,6,1,11,11,2020,1,-4,0,1,0,0,7852,0,7852
1.23664E+18,622532,414,21,7,3,8,13,2020,1,-1,1,1,0,639,7,639,7
1.24081E+18,78538,78003,33,5,3,20,1,2020,1,-2,1,0,0,4,0,4,0
1.18894E+18,6024,165,32,1,10,28,22,2019,1,-4,1,5,0,1954,4553,1954,910.6
1.21209E+18,346,202,68,2,12,31,19,2019,2,-1,0,0,0,0,0,0,0
1.24282E+18,2245,2126,8,3,3,25,14,2020,3,-1,2,1,0,4999,477,2499.5,477
1.18158E+18,40,196,23,2,10,8,14,2019,1,-3,0,2,0,0,919,0,459.5
1.19607E+18,7695,393,60,7,11,17,14,2019,1,-1,1,1,0,46,95,46,95
1.21663E+18,209,972,11,1,1,13,8,2020,2,-1,1,1,0,2537,2524,2537,2524
1.24283E+18,449726,1377,46,3,3,25,14,2020,3,-1,1,0,0,21832,0,21832,0
1.24983E+18,318,317,51,1,4,13,22,2020,1,-1,0,2,0,0,47645,0,23822.5
1.25002E+18,7290,294,84,2,4,14,11,2020,3,-1,5,2,0,218,104,43.6,52
1.18844E+18,4425,664,13,7,10,27,12,2019,1,-1,0,0,0,0,0,0,0
1.20337E+18,122500,793,201,6,12,7,17,2019,1,-1,0,0,0,0,0,0,0
1.25375E+18,1855,411,19,5,4,24,18,2020,2,-1,0,2,0,0,259188,0,129594
1.21648E+18,16611,17764,68,7,1,12,21,2020,1,-1,1,0,0,727,0,727,0
1.21947E+18,11531,6126,33,2,1,21,4,2020,1,-3,0,2,0,0,302,0,151
1.23997E+18,2134,2630,103,2,3,17,17,2020,1,-1,0,1,0,0,5,0,5
1.23523E+18,1385,466,38,3,3,4,15,2020,2,-1,0,0,0,0,0,0,0
1.2378E+18,248,519,150,3,3,11,17,2020,1,-1,0,0,0,0,0,0,0
1.21744E+18,503,269,49,3,1,15,13,2020,1,-1,0,1,0,0,910,0,910
1.23236E+18,18163,631,44,2,2,25,17,2020,1,-1,0,1,0,0,2,0,2
1.25214E+18,26417,476,67,1,4,20,7,2020,1,-1,0,0,0,0,0,0,0
1.2527E+18,3862,943,117,2,4,21,20,2020,1,-4,0,0,0,0,0,0,0
1.23941E+18,22719,3676,38,1,3,16,4,2020,1,-1,0,0,0,0,0,0,0
1.21974E+18,21490,1824,60,2,1,21,22,2020,2,-2,0,0,0,0,0,0,0
1.19349E+18,287,181,7,7,11,10,11,2019,1,-4,0,1,0,0,1,0,1
1.24259E+18,461,23,37,2,3,24,23,2020,1,-3,0,9,0,0,7747,0,860.7777778
1.21311E+18,1351,78,30,5,1,3,14,2020,2,-3,2,0,0,35,0,17.5,0
1.23262E+18,523,608,9,3,2,26,11,2020,1,-1,1,2,0,14,40,14,20
1.24024E+18,2359,231,57,3,3,18,11,2020,2,-4,0,0,0,0,0,0,0
1.23691E+18,1964,151,26,1,3,9,6,2020,1,-1,1,6,0,7,26034,7,4339
1.24892E+18,4481,4998,76,6,4,11,10,2020,2,-1,0,3,0,0,1985,0,661.6666667
1.23307E+18,22512,16047,28,4,2,27,16,2020,1,-1,0,1,0,0,51,0,51
1.24414E+18,113540,96,80,7,3,29,5,2020,1,-2,1,2,0,26206,206121,26206,103060.5
1.21181E+18,1088,841,183,2,12,31,0,2019,1,-1,0,0,0,0,0,0,0
1.24072E+18,79500,77454,22,4,3,19,19,2020,1,-2,0,0,0,0,0,0,0
1.25554E+18,14141,1203,50,3,4,29,16,2020,3,-1,0,0,0,0,0,0,0
1.18786E+18,4677,191,26,5,10,25,22,2019,2,-1,0,4,0,0,1513,0,378.25
1.23858E+18,2160,1043,445,5,3,13,21,2020,1,-1,0,0,0,0,0,0,0
1.23309E+18,10358,662,68,4,2,27,18,2020,2,-3,0,0,0,0,0,0,0
1.19902E+18,36860,937,19,1,11,25,17,2019,1,-1,0,0,0,0,0,0,0
1.24842E+18,739,115,10,5,4,10,1,2020,2,-1,0,1,0,0,260,0,260
1.19969E+18,75308,455,117,3,11,27,14,2019,4,-4,2,0,0,10,0,5,0
1.24312E+18,21449,21560,84,4,3,26,10,2020,1,-1,1,2,0,133503,26327,133503,13163.5
1.23308E+18,69973,71830,47,4,2,27,17,2020,1,-4,0,0,0,0,0,0,0
1.19013E+18,37875,179,29,5,11,1,4,2019,2,-4,0,0,0,0,0,0,0
1.23931E+18,28568,24614,131,7,3,15,21,2020,2,-3,0,0,0,0,0,0,0
1.24973E+18,22855,3012,97,1,4,13,16,2020,1,-2,1,1,0,441,4356,441,4356
1.2535E+18,69890,0,43,5,4,24,1,2020,2,-1,0,0,0,0,0,0,0
1.20972E+18,21971,22560,43,3,12,25,6,2019,1,-2,0,6,0,0,1139,0,189.8333333
1.2462E+18,32566,29909,30,5,4,3,22,2020,1,-4,0,0,0,0,0,0,0
1.25402E+18,5514,5382,2,6,4,25,12,2020,1,-3,0,1,0,0,8,0,8
1.23382E+18,23667,1272,38,6,2,29,18,2020,1,-4,0,0,0,0,0,0,0
1.22242E+18,5565,885,35,3,1,29,7,2020,3,-3,0,0,0,0,0,0,0
1.17973E+18,118616,4214,86,4,10,3,11,2019,2,-1,0,0,0,0,0,0,0
